System Num, Configuration
901,1828,
902,1807,
903,1873,
904,1895,
905,1850,
906,1846,
907,1866,
908,1819,
909,1875,
910,1849,
911,1900,
912,1820,
913,1812,
914,1851,
915,1815,
916,1898,
917,1872,
918,1848,
919,1878,
920,1855,
921,1852,
922,1845,
923,1817,
924,1832,
925,1816,
926,1829,
927,1802,
928,1857,
929,1884,
930,1808,
931,1815,
932,1814,
933,1872,
934,1828,
935,1891,
936,1833,
937,1836,
938,1807,
939,1863,
940,1801,
941,1899,
942,1872,
943,1851,
944,1802,
945,1810,
946,1877,
947,1829,
948,1880,
949,1885,
950,1834,
