System Num, Configuration
1351,2783,
1352,2776,
1353,2754,
1354,2787,
1355,2702,
1356,2762,
1357,2707,
1358,2786,
1359,2745,
1360,2708,
1361,2798,
1362,2723,
1363,2714,
1364,2742,
1365,2756,
1366,2716,
1367,2781,
1368,2710,
1369,2702,
1370,2759,
1371,2787,
1372,2714,
1373,2755,
1374,2738,
1375,2754,
1376,2797,
1377,2759,
1378,2760,
1379,2744,
1380,2773,
1381,2800,
1382,2768,
1383,2723,
1384,2727,
1385,2719,
1386,2708,
1387,2742,
1388,2774,
1389,2748,
1390,2719,
1391,2755,
1392,2799,
1393,2742,
1394,2743,
1395,2705,
1396,2783,
1397,2730,
1398,2701,
1399,2720,
1400,2771,
