System Num, Configuration
1001,2046,
1002,2077,
1003,2005,
1004,2011,
1005,2008,
1006,2051,
1007,2013,
1008,2035,
1009,2028,
1010,2050,
1011,2074,
1012,2026,
1013,2087,
1014,2093,
1015,2069,
1016,2086,
1017,2091,
1018,2007,
1019,2062,
1020,2026,
1021,2087,
1022,2001,
1023,2067,
1024,2023,
1025,2032,
1026,2042,
1027,2021,
1028,2007,
1029,2018,
1030,2077,
1031,2081,
1032,2069,
1033,2058,
1034,2068,
1035,2076,
1036,2028,
1037,2099,
1038,2052,
1039,2073,
1040,2014,
1041,2077,
1042,2050,
1043,2036,
1044,2097,
1045,2098,
1046,2085,
1047,2100,
1048,2043,
1049,2086,
1050,2089,
