System Num, Configuration
701,1421,
702,1441,
703,1490,
704,1426,
705,1426,
706,1471,
707,1425,
708,1494,
709,1449,
710,1463,
711,1487,
712,1457,
713,1454,
714,1429,
715,1436,
716,1448,
717,1493,
718,1473,
719,1460,
720,1446,
721,1493,
722,1461,
723,1446,
724,1434,
725,1444,
726,1427,
727,1477,
728,1478,
729,1500,
730,1406,
731,1427,
732,1440,
733,1473,
734,1470,
735,1490,
736,1443,
737,1423,
738,1449,
739,1409,
740,1483,
741,1411,
742,1495,
743,1479,
744,1486,
745,1411,
746,1402,
747,1499,
748,1431,
749,1443,
750,1443,
