System Num, Configuration
801,1692,
802,1688,
803,1679,
804,1640,
805,1646,
806,1636,
807,1601,
808,1657,
809,1633,
810,1697,
811,1654,
812,1638,
813,1677,
814,1636,
815,1639,
816,1640,
817,1607,
818,1689,
819,1622,
820,1663,
821,1630,
822,1601,
823,1617,
824,1666,
825,1621,
826,1612,
827,1678,
828,1614,
829,1630,
830,1675,
831,1651,
832,1646,
833,1668,
834,1660,
835,1684,
836,1634,
837,1682,
838,1682,
839,1655,
840,1630,
841,1663,
842,1608,
843,1667,
844,1635,
845,1675,
846,1650,
847,1678,
848,1621,
849,1684,
850,1635,
