System Num, Configuration
501,1060,
502,1025,
503,1059,
504,1077,
505,1028,
506,1035,
507,1037,
508,1067,
509,1015,
510,1032,
511,1086,
512,1063,
513,1098,
514,1015,
515,1018,
516,1083,
517,1080,
518,1005,
519,1015,
520,1096,
521,1063,
522,1076,
523,1082,
524,1012,
525,1030,
526,1099,
527,1051,
528,1055,
529,1090,
530,1030,
531,1079,
532,1008,
533,1068,
534,1002,
535,1023,
536,1062,
537,1053,
538,1035,
539,1025,
540,1060,
541,1045,
542,1042,
543,1060,
544,1067,
545,1006,
546,1022,
547,1046,
548,1090,
549,1028,
550,1011,
