System Num, Configuration
901,1809,
902,1828,
903,1854,
904,1835,
905,1805,
906,1816,
907,1851,
908,1829,
909,1898,
910,1866,
911,1859,
912,1863,
913,1816,
914,1860,
915,1820,
916,1819,
917,1822,
918,1846,
919,1857,
920,1883,
921,1807,
922,1845,
923,1802,
924,1832,
925,1859,
926,1886,
927,1863,
928,1857,
929,1880,
930,1887,
931,1844,
932,1817,
933,1868,
934,1821,
935,1833,
936,1881,
937,1814,
938,1873,
939,1883,
940,1823,
941,1896,
942,1861,
943,1842,
944,1876,
945,1867,
946,1850,
947,1816,
948,1877,
949,1858,
950,1873,
