System Num, Configuration
1201,2496,
1202,2495,
1203,2433,
1204,2464,
1205,2491,
1206,2479,
1207,2404,
1208,2426,
1209,2435,
1210,2490,
1211,2474,
1212,2445,
1213,2430,
1214,2440,
1215,2498,
1216,2415,
1217,2473,
1218,2474,
1219,2410,
1220,2444,
1221,2491,
1222,2488,
1223,2433,
1224,2438,
1225,2425,
1226,2474,
1227,2496,
1228,2412,
1229,2442,
1230,2457,
1231,2484,
1232,2443,
1233,2481,
1234,2418,
1235,2450,
1236,2462,
1237,2439,
1238,2452,
1239,2471,
1240,2446,
1241,2495,
1242,2411,
1243,2495,
1244,2410,
1245,2436,
1246,2417,
1247,2406,
1248,2410,
1249,2411,
1250,2480,
