System Num, Configuration
1301,2660,
1302,2640,
1303,2638,
1304,2677,
1305,2652,
1306,2686,
1307,2641,
1308,2605,
1309,2694,
1310,2644,
1311,2679,
1312,2682,
1313,2635,
1314,2662,
1315,2694,
1316,2617,
1317,2647,
1318,2609,
1319,2699,
1320,2638,
1321,2603,
1322,2657,
1323,2675,
1324,2651,
1325,2615,
1326,2619,
1327,2624,
1328,2659,
1329,2601,
1330,2692,
1331,2694,
1332,2680,
1333,2689,
1334,2697,
1335,2676,
1336,2607,
1337,2622,
1338,2671,
1339,2639,
1340,2655,
1341,2697,
1342,2630,
1343,2658,
1344,2676,
1345,2608,
1346,2646,
1347,2626,
1348,2662,
1349,2677,
1350,2633,
