System Num, Configuration
1251,2569,
1252,2542,
1253,2586,
1254,2513,
1255,2591,
1256,2572,
1257,2538,
1258,2536,
1259,2568,
1260,2531,
1261,2593,
1262,2572,
1263,2561,
1264,2556,
1265,2594,
1266,2501,
1267,2598,
1268,2582,
1269,2560,
1270,2554,
1271,2533,
1272,2593,
1273,2539,
1274,2548,
1275,2561,
1276,2526,
1277,2507,
1278,2510,
1279,2506,
1280,2517,
1281,2521,
1282,2597,
1283,2512,
1284,2555,
1285,2568,
1286,2516,
1287,2537,
1288,2598,
1289,2565,
1290,2596,
1291,2543,
1292,2563,
1293,2572,
1294,2549,
1295,2559,
1296,2581,
1297,2596,
1298,2545,
1299,2587,
1300,2591,
