System Num, Configuration
1301,2638,
1302,2612,
1303,2677,
1304,2606,
1305,2697,
1306,2654,
1307,2605,
1308,2652,
1309,2688,
1310,2669,
1311,2651,
1312,2651,
1313,2619,
1314,2651,
1315,2605,
1316,2650,
1317,2653,
1318,2644,
1319,2627,
1320,2652,
1321,2635,
1322,2636,
1323,2683,
1324,2692,
1325,2631,
1326,2645,
1327,2606,
1328,2670,
1329,2661,
1330,2632,
1331,2645,
1332,2699,
1333,2619,
1334,2686,
1335,2604,
1336,2662,
1337,2652,
1338,2632,
1339,2680,
1340,2632,
1341,2640,
1342,2604,
1343,2672,
1344,2631,
1345,2686,
1346,2605,
1347,2686,
1348,2621,
1349,2671,
1350,2647,
