System Num, Configuration
651,1339,
652,1387,
653,1304,
654,1338,
655,1361,
656,1309,
657,1397,
658,1367,
659,1335,
660,1372,
661,1392,
662,1366,
663,1377,
664,1325,
665,1323,
666,1388,
667,1303,
668,1379,
669,1380,
670,1317,
671,1390,
672,1367,
673,1319,
674,1311,
675,1335,
676,1363,
677,1311,
678,1368,
679,1397,
680,1399,
681,1385,
682,1307,
683,1331,
684,1388,
685,1400,
686,1384,
687,1332,
688,1318,
689,1370,
690,1350,
691,1342,
692,1396,
693,1360,
694,1327,
695,1358,
696,1354,
697,1351,
698,1396,
699,1321,
700,1346,
