System Num, Configuration
1051,2188,
1052,2125,
1053,2108,
1054,2123,
1055,2111,
1056,2189,
1057,2177,
1058,2150,
1059,2127,
1060,2135,
1061,2101,
1062,2136,
1063,2103,
1064,2200,
1065,2168,
1066,2155,
1067,2127,
1068,2119,
1069,2189,
1070,2181,
1071,2193,
1072,2158,
1073,2180,
1074,2154,
1075,2177,
1076,2123,
1077,2133,
1078,2155,
1079,2101,
1080,2131,
1081,2165,
1082,2149,
1083,2136,
1084,2154,
1085,2116,
1086,2179,
1087,2113,
1088,2112,
1089,2162,
1090,2136,
1091,2165,
1092,2144,
1093,2112,
1094,2121,
1095,2108,
1096,2140,
1097,2158,
1098,2163,
1099,2149,
1100,2158,
