System Num, Configuration
501,1016,
502,1002,
503,1020,
504,1019,
505,1063,
506,1040,
507,1013,
508,1017,
509,1061,
510,1078,
511,1044,
512,1078,
513,1007,
514,1071,
515,1055,
516,1040,
517,1078,
518,1041,
519,1060,
520,1056,
521,1094,
522,1050,
523,1099,
524,1045,
525,1083,
526,1001,
527,1040,
528,1007,
529,1073,
530,1059,
531,1064,
532,1056,
533,1027,
534,1004,
535,1096,
536,1096,
537,1040,
538,1044,
539,1070,
540,1079,
541,1027,
542,1058,
543,1025,
544,1071,
545,1066,
546,1052,
547,1028,
548,1037,
549,1031,
550,1035,
