System Num, Configuration
1451,2980,
1452,2972,
1453,2902,
1454,2901,
1455,2941,
1456,2910,
1457,2955,
1458,2967,
1459,2973,
1460,2978,
1461,2970,
1462,2980,
1463,2958,
1464,2988,
1465,2922,
1466,2984,
1467,2924,
1468,2984,
1469,2958,
1470,2923,
1471,2937,
1472,2960,
1473,2954,
1474,2920,
1475,2938,
1476,2934,
1477,2946,
1478,2943,
1479,2930,
1480,2981,
1481,2945,
1482,2926,
1483,2901,
1484,2931,
1485,2947,
1486,2903,
1487,2957,
1488,2972,
1489,2990,
1490,2941,
1491,2993,
1492,2939,
1493,2991,
1494,2946,
1495,2998,
1496,2907,
1497,2907,
1498,2902,
1499,2958,
1500,2926,
