System Num, Configuration
1451,2943,
1452,2905,
1453,2923,
1454,2932,
1455,2952,
1456,2966,
1457,2917,
1458,2951,
1459,2979,
1460,2934,
1461,2978,
1462,2993,
1463,2924,
1464,2981,
1465,2956,
1466,2987,
1467,2922,
1468,2920,
1469,2958,
1470,2943,
1471,2944,
1472,2937,
1473,2946,
1474,2903,
1475,2940,
1476,2911,
1477,2924,
1478,2965,
1479,2934,
1480,2940,
1481,2997,
1482,2964,
1483,2931,
1484,2913,
1485,2942,
1486,2994,
1487,2981,
1488,2944,
1489,2924,
1490,2909,
1491,2912,
1492,2974,
1493,2969,
1494,2933,
1495,2998,
1496,2982,
1497,2972,
1498,2979,
1499,2998,
1500,2921,
