System Num, Configuration
551,1200,
552,1121,
553,1166,
554,1175,
555,1167,
556,1150,
557,1178,
558,1179,
559,1103,
560,1178,
561,1142,
562,1161,
563,1142,
564,1134,
565,1131,
566,1199,
567,1195,
568,1101,
569,1116,
570,1148,
571,1115,
572,1195,
573,1198,
574,1112,
575,1179,
576,1119,
577,1112,
578,1150,
579,1127,
580,1140,
581,1180,
582,1124,
583,1131,
584,1172,
585,1103,
586,1195,
587,1142,
588,1170,
589,1125,
590,1102,
591,1111,
592,1122,
593,1162,
594,1138,
595,1101,
596,1127,
597,1180,
598,1196,
599,1132,
600,1133,
