System Num, Configuration
1101,2218,
1102,2246,
1103,2281,
1104,2271,
1105,2268,
1106,2254,
1107,2251,
1108,2298,
1109,2251,
1110,2264,
1111,2266,
1112,2272,
1113,2231,
1114,2201,
1115,2249,
1116,2289,
1117,2239,
1118,2223,
1119,2202,
1120,2289,
1121,2278,
1122,2214,
1123,2259,
1124,2268,
1125,2238,
1126,2213,
1127,2219,
1128,2212,
1129,2296,
1130,2226,
1131,2286,
1132,2206,
1133,2212,
1134,2274,
1135,2278,
1136,2287,
1137,2298,
1138,2236,
1139,2223,
1140,2259,
1141,2242,
1142,2282,
1143,2254,
1144,2259,
1145,2220,
1146,2209,
1147,2267,
1148,2232,
1149,2217,
1150,2202,
