System Num, Configuration
651,1343,
652,1343,
653,1338,
654,1332,
655,1302,
656,1394,
657,1373,
658,1366,
659,1365,
660,1337,
661,1331,
662,1384,
663,1355,
664,1343,
665,1387,
666,1371,
667,1359,
668,1322,
669,1399,
670,1338,
671,1380,
672,1386,
673,1373,
674,1316,
675,1357,
676,1315,
677,1348,
678,1378,
679,1302,
680,1323,
681,1330,
682,1302,
683,1303,
684,1374,
685,1318,
686,1315,
687,1383,
688,1332,
689,1309,
690,1344,
691,1310,
692,1366,
693,1390,
694,1335,
695,1395,
696,1393,
697,1312,
698,1306,
699,1350,
700,1316,
