Config Num, Utility
1301,-10,
1302,-7,
1303,-6,
1304,-2,
1305,-2,
1306,-8,
1307,-10,
1308,-9,
1309,-9,
1310,-7,
1311,-3,
1312,-1,
1313,-1,
1314,-10,
1315,-2,
1316,-1,
1317,-1,
1318,-4,
1319,-8,
1320,-7,
1321,-7,
1322,-8,
1323,-9,
1324,-3,
1325,-4,
1326,-2,
1327,-7,
1328,-8,
1329,-5,
1330,-7,
1331,-9,
1332,-10,
1333,-5,
1334,-9,
1335,-8,
1336,-7,
1337,-3,
1338,-9,
1339,-6,
1340,-6,
1341,-9,
1342,-3,
1343,-6,
1344,-1,
1345,-3,
1346,-8,
1347,-1,
1348,-1,
1349,-4,
1350,-10,
1351,-7,
1352,-8,
1353,-3,
1354,-7,
1355,-9,
1356,-8,
1357,-3,
1358,-4,
1359,-7,
1360,-1,
1361,-3,
1362,-5,
1363,-5,
1364,-1,
1365,-5,
1366,-5,
1367,-2,
1368,-3,
1369,-2,
1370,-1,
1371,-6,
1372,-6,
1373,-8,
1374,-5,
1375,-6,
1376,-2,
1377,-2,
1378,-3,
1379,-1,
1380,-3,
1381,-3,
1382,-1,
1383,-9,
1384,-1,
1385,-9,
1386,-10,
1387,-2,
1388,-3,
1389,-4,
1390,-7,
1391,-10,
1392,-5,
1393,-3,
1394,-3,
1395,-9,
1396,-8,
1397,-1,
1398,-3,
1399,-10,
1400,-5,
