Config Num, Utility
601,-1,
602,-8,
603,-3,
604,-9,
605,-6,
606,-1,
607,-7,
608,-9,
609,-6,
610,-1,
611,-10,
612,-3,
613,-3,
614,-3,
615,-7,
616,-1,
617,-1,
618,-9,
619,-6,
620,-7,
621,-1,
622,-9,
623,-8,
624,-4,
625,-3,
626,-1,
627,-7,
628,-1,
629,-7,
630,-8,
631,-2,
632,-5,
633,-1,
634,-8,
635,-9,
636,-3,
637,-2,
638,-3,
639,-3,
640,-6,
641,-9,
642,-8,
643,-4,
644,-9,
645,-1,
646,-9,
647,-8,
648,-3,
649,-2,
650,-7,
651,-10,
652,-5,
653,-5,
654,-7,
655,-7,
656,-3,
657,-2,
658,-8,
659,-8,
660,-2,
661,-8,
662,-10,
663,-1,
664,-7,
665,-3,
666,-6,
667,-7,
668,-7,
669,-9,
670,-9,
671,-10,
672,-8,
673,-1,
674,-10,
675,-2,
676,-7,
677,-6,
678,-10,
679,-8,
680,-3,
681,-7,
682,-1,
683,-2,
684,-5,
685,-7,
686,-8,
687,-9,
688,-3,
689,-5,
690,-6,
691,-6,
692,-4,
693,-10,
694,-10,
695,-5,
696,-9,
697,-2,
698,-8,
699,-8,
700,-4,
