Config Num, Utility
1901,-2,
1902,-6,
1903,-4,
1904,-1,
1905,-1,
1906,-8,
1907,-9,
1908,-5,
1909,-9,
1910,-6,
1911,-7,
1912,-8,
1913,-8,
1914,-6,
1915,-2,
1916,-2,
1917,-2,
1918,-2,
1919,-5,
1920,-8,
1921,-9,
1922,-1,
1923,-8,
1924,-10,
1925,-5,
1926,-5,
1927,-2,
1928,-8,
1929,-5,
1930,-6,
1931,-7,
1932,-6,
1933,-7,
1934,-6,
1935,-10,
1936,-1,
1937,-9,
1938,-10,
1939,-2,
1940,-8,
1941,-10,
1942,-5,
1943,-6,
1944,-4,
1945,-9,
1946,-6,
1947,-10,
1948,-5,
1949,-7,
1950,-3,
1951,-3,
1952,-5,
1953,-10,
1954,-6,
1955,-4,
1956,-3,
1957,-5,
1958,-9,
1959,-10,
1960,-4,
1961,-6,
1962,-10,
1963,-5,
1964,-8,
1965,-1,
1966,-7,
1967,-10,
1968,-10,
1969,-9,
1970,-1,
1971,-3,
1972,-9,
1973,-4,
1974,-8,
1975,-9,
1976,-3,
1977,-7,
1978,-8,
1979,-3,
1980,-1,
1981,-3,
1982,-4,
1983,-7,
1984,-8,
1985,-3,
1986,-3,
1987,-2,
1988,-7,
1989,-7,
1990,-4,
1991,-5,
1992,-5,
1993,-4,
1994,-8,
1995,-4,
1996,-8,
1997,-4,
1998,-7,
1999,-1,
2000,-8,
