Config Num, Utility
1601,-1,
1602,-3,
1603,-5,
1604,-7,
1605,-3,
1606,-5,
1607,-9,
1608,-9,
1609,-3,
1610,-1,
1611,-1,
1612,-10,
1613,-1,
1614,-2,
1615,-2,
1616,-5,
1617,-9,
1618,-6,
1619,-2,
1620,-9,
1621,-9,
1622,-6,
1623,-1,
1624,-9,
1625,-4,
1626,-7,
1627,-5,
1628,-10,
1629,-10,
1630,-9,
1631,-9,
1632,-9,
1633,-2,
1634,-5,
1635,-10,
1636,-8,
1637,-2,
1638,-9,
1639,-5,
1640,-9,
1641,-10,
1642,-4,
1643,-2,
1644,-8,
1645,-4,
1646,-2,
1647,-10,
1648,-6,
1649,-4,
1650,-2,
1651,-10,
1652,-1,
1653,-2,
1654,-5,
1655,-7,
1656,-6,
1657,-2,
1658,-8,
1659,-4,
1660,-6,
1661,-10,
1662,-10,
1663,-5,
1664,-8,
1665,-4,
1666,-3,
1667,-7,
1668,-10,
1669,-3,
1670,-6,
1671,-9,
1672,-4,
1673,-8,
1674,-4,
1675,-9,
1676,-4,
1677,-10,
1678,-7,
1679,-6,
1680,-1,
1681,-6,
1682,-7,
1683,-1,
1684,-1,
1685,-9,
1686,-4,
1687,-2,
1688,-7,
1689,-5,
1690,-4,
1691,-5,
1692,-6,
1693,-3,
1694,-3,
1695,-6,
1696,-7,
1697,-1,
1698,-1,
1699,-2,
1700,-2,
