Config Num, Utility
2001,-1,
2002,-10,
2003,-5,
2004,-10,
2005,-5,
2006,-8,
2007,-6,
2008,-3,
2009,-10,
2010,-10,
2011,-6,
2012,-9,
2013,-7,
2014,-8,
2015,-9,
2016,-4,
2017,-6,
2018,-6,
2019,-4,
2020,-8,
2021,-3,
2022,-1,
2023,-3,
2024,-6,
2025,-1,
2026,-9,
2027,-1,
2028,-4,
2029,-6,
2030,-7,
2031,-1,
2032,-5,
2033,-9,
2034,-1,
2035,-8,
2036,-3,
2037,-1,
2038,-4,
2039,-9,
2040,-9,
2041,-2,
2042,-6,
2043,-10,
2044,-4,
2045,-2,
2046,-3,
2047,-8,
2048,-2,
2049,-1,
2050,-10,
2051,-10,
2052,-4,
2053,-2,
2054,-9,
2055,-6,
2056,-6,
2057,-4,
2058,-3,
2059,-8,
2060,-10,
2061,-1,
2062,-4,
2063,-4,
2064,-10,
2065,-7,
2066,-8,
2067,-7,
2068,-8,
2069,-6,
2070,-10,
2071,-8,
2072,-3,
2073,-3,
2074,-6,
2075,-6,
2076,-4,
2077,-8,
2078,-8,
2079,-1,
2080,-10,
2081,-4,
2082,-3,
2083,-10,
2084,-1,
2085,-2,
2086,-6,
2087,-1,
2088,-1,
2089,-10,
2090,-5,
2091,-6,
2092,-3,
2093,-1,
2094,-4,
2095,-10,
2096,-4,
2097,-7,
2098,-9,
2099,-2,
2100,-2,
