Config Num, Utility
1101,-3,
1102,-10,
1103,-9,
1104,-1,
1105,-10,
1106,-7,
1107,-8,
1108,-5,
1109,-3,
1110,-2,
1111,-6,
1112,-1,
1113,-10,
1114,-9,
1115,-6,
1116,-3,
1117,-7,
1118,-3,
1119,-4,
1120,-4,
1121,-2,
1122,-8,
1123,-2,
1124,-7,
1125,-5,
1126,-2,
1127,-5,
1128,-3,
1129,-6,
1130,-1,
1131,-1,
1132,-5,
1133,-10,
1134,-2,
1135,-1,
1136,-7,
1137,-8,
1138,-1,
1139,-8,
1140,-5,
1141,-6,
1142,-8,
1143,-3,
1144,-1,
1145,-8,
1146,-3,
1147,-9,
1148,-6,
1149,-4,
1150,-5,
1151,-3,
1152,-9,
1153,-4,
1154,-10,
1155,-9,
1156,-7,
1157,-5,
1158,-3,
1159,-7,
1160,-1,
1161,-10,
1162,-10,
1163,-7,
1164,-7,
1165,-5,
1166,-1,
1167,-5,
1168,-10,
1169,-9,
1170,-1,
1171,-6,
1172,-4,
1173,-6,
1174,-5,
1175,-7,
1176,-7,
1177,-9,
1178,-8,
1179,-5,
1180,-1,
1181,-10,
1182,-10,
1183,-2,
1184,-5,
1185,-5,
1186,-1,
1187,-9,
1188,-8,
1189,-2,
1190,-5,
1191,-9,
1192,-1,
1193,-6,
1194,-3,
1195,-8,
1196,-4,
1197,-10,
1198,-4,
1199,-5,
1200,-5,
