Config Num, Utility
301,-10,
302,-6,
303,-2,
304,-10,
305,-6,
306,-2,
307,-8,
308,-3,
309,-3,
310,-5,
311,-8,
312,-8,
313,-9,
314,-3,
315,-1,
316,-8,
317,-9,
318,-7,
319,-2,
320,-4,
321,-8,
322,-6,
323,-6,
324,-6,
325,-4,
326,-10,
327,-4,
328,-7,
329,-7,
330,-2,
331,-6,
332,-3,
333,-10,
334,-1,
335,-4,
336,-6,
337,-4,
338,-10,
339,-1,
340,-3,
341,-10,
342,-6,
343,-3,
344,-8,
345,-1,
346,-7,
347,-7,
348,-9,
349,-3,
350,-9,
351,-5,
352,-10,
353,-3,
354,-7,
355,-6,
356,-8,
357,-7,
358,-9,
359,-4,
360,-5,
361,-5,
362,-7,
363,-5,
364,-4,
365,-5,
366,-10,
367,-8,
368,-4,
369,-4,
370,-5,
371,-10,
372,-7,
373,-4,
374,-6,
375,-2,
376,-6,
377,-7,
378,-5,
379,-4,
380,-10,
381,-10,
382,-4,
383,-9,
384,-1,
385,-7,
386,-8,
387,-5,
388,-1,
389,-2,
390,-9,
391,-7,
392,-10,
393,-8,
394,-4,
395,-9,
396,-4,
397,-9,
398,-6,
399,-4,
400,-7,
