Observable Num, Coverable Configurations
163,452-453-454-457-458-459-460-461-463-464-465-466-467-468-470-471-472-473-478-480-482-487-488-496-,
164,451-452-453-456-457-459-460-461-465-466-467-469-472-473-477-479-480-481-482-483-486-487-488-491-494-495-498-499-,
165,451-454-457-461-462-463-464-470-472-475-477-478-479-481-482-484-485-486-487-488-489-490-492-495-496-499-,
166,452-454-456-457-459-461-463-464-466-468-469-470-472-476-479-480-481-486-491-492-495-496-497-,
167,452-455-456-457-459-461-464-467-470-473-474-475-476-477-478-479-480-481-485-486-487-489-490-491-492-495-496-497-498-499-,
168,454-456-457-460-461-462-464-465-467-469-471-473-474-475-476-483-486-489-490-491-492-493-494-495-496-498-499-,
169,451-454-456-458-460-463-465-466-467-469-470-472-473-475-478-479-481-483-487-488-489-491-495-496-500-,
170,451-452-453-455-456-457-460-462-463-466-467-468-469-471-472-473-475-477-480-483-484-485-486-491-492-494-495-498-,
171,457-461-465-466-468-471-472-476-478-481-484-487-488-493-494-495-496-497-499-500-,
172,451-453-454-455-456-457-459-461-462-464-465-466-468-469-472-473-474-475-476-478-479-480-484-486-488-489-491-492-494-498-499-500-,
173,453-454-457-458-459-464-465-467-468-471-472-473-479-481-482-484-485-487-489-490-492-494-495-500-,
174,452-454-455-456-457-462-464-466-467-468-470-475-477-478-479-488-489-490-491-493-494-495-496-499-500-,
175,451-452-456-459-469-471-473-474-479-480-481-483-484-485-486-487-488-490-492-494-495-496-497-498-499-500-,
176,451-452-454-455-457-459-461-462-463-464-467-468-469-471-472-474-475-477-479-483-485-486-487-489-491-496-497-498-499-500-,
177,452-453-454-456-457-463-464-465-466-469-470-471-472-474-475-476-481-484-486-488-489-490-492-493-496-497-498-500-,
178,451-453-456-458-459-460-463-467-468-469-470-471-472-474-476-479-481-482-484-485-486-492-495-497-499-,
179,451-452-453-454-456-457-458-459-461-462-464-466-467-468-469-470-472-474-477-478-480-481-482-483-484-485-487-489-491-492-493-494-495-496-497-498-499-,
180,451-453-454-458-459-460-461-463-465-467-468-469-470-472-473-480-483-484-485-486-490-491-492-493-495-497-499-,
