Observable Num, Coverable Configurations
379,421-423-424-425-426-428-429-430-431-433-437-438-439-440-,
380,421-424-425-426-428-429-430-431-433-434-435-437-439-440-,
381,423-424-426-428-429-433-438-,
382,421-422-425-427-428-430-431-436-438-439-440-,
383,421-423-424-426-427-430-431-434-435-437-438-440-,
384,421-422-424-427-428-429-430-431-433-437-438-440-,
385,422-424-426-427-428-431-432-434-437-,
386,423-424-428-430-433-434-437-,
387,424-426-428-429-431-433-434-,
388,421-422-426-428-431-433-434-436-438-440-,
389,421-425-428-431-436-437-439-,
390,423-425-426-427-428-429-433-435-436-437-439-440-,
391,423-425-429-432-433-436-437-439-440-,
392,421-424-425-426-427-428-430-431-433-437-440-,
393,422-424-426-430-431-434-438-439-440-,
394,421-424-426-429-430-433-435-438-440-,
395,422-425-426-427-428-429-431-437-440-,
396,421-422-423-424-426-428-429-430-431-432-436-438-440-,
