Observable Num, Coverable Configurations
181,453-464-469-471-472-474-475-478-480-482-484-488-490-491-496-498-500-,
182,453-455-456-457-460-462-463-464-468-469-470-473-476-478-479-482-486-488-489-490-491-494-495-496-499-500-,
183,454-455-457-459-460-461-462-463-466-467-469-470-472-475-476-477-478-479-480-481-482-486-487-488-489-491-493-495-497-498-,
184,452-454-455-456-457-461-462-463-466-467-469-470-471-474-475-476-477-478-479-480-482-485-487-490-493-495-496-,
185,456-458-460-462-464-465-466-468-469-470-471-472-474-475-477-481-485-486-488-489-491-493-494-500-,
186,452-454-457-459-461-462-465-467-470-472-474-475-476-480-482-484-485-488-489-490-491-493-495-496-499-,
187,452-456-458-459-462-467-468-470-473-475-477-479-486-489-490-494-495-497-,
188,452-453-455-457-458-459-463-464-467-468-469-470-471-485-488-490-491-494-499-500-,
189,451-452-453-454-455-458-459-461-462-463-468-469-470-472-474-475-476-477-482-483-484-485-486-488-494-495-496-498-499-500-,
190,451-453-455-458-459-461-466-469-470-471-472-474-478-479-480-482-483-484-486-487-489-493-495-496-498-,
191,451-452-454-455-456-460-461-464-467-468-469-470-471-473-474-476-477-479-481-485-486-488-489-493-494-496-497-499-500-,
192,451-452-455-457-458-459-462-464-466-469-470-473-474-475-478-479-480-483-484-488-489-496-497-,
193,452-453-454-456-457-458-459-460-462-463-464-466-467-468-470-476-479-480-482-483-487-492-496-497-,
194,452-453-458-459-460-461-462-463-464-466-469-473-474-475-476-479-480-482-484-485-486-492-493-497-498-499-,
195,452-453-454-455-458-459-461-462-466-467-468-471-472-473-475-476-477-481-483-485-486-489-490-492-493-494-495-498-,
196,451-452-454-456-459-462-463-464-465-467-473-474-476-479-480-481-483-484-485-491-494-495-499-500-,
197,451-452-453-454-455-460-461-462-463-465-467-469-470-471-473-475-477-479-480-483-484-486-487-488-489-491-493-496-500-,
198,455-456-458-459-461-462-464-465-471-472-474-477-479-480-482-483-484-485-486-488-489-491-492-499-500-,
199,452-454-456-457-459-464-466-468-470-472-474-475-481-483-485-487-488-489-491-492-498-500-,
200,451-452-454-455-457-458-459-460-463-464-465-466-467-468-469-471-472-474-475-478-479-480-482-483-484-485-487-490-491-496-497-,
