Observable Num, Coverable Configurations
33,42-47-51-52-53-54-55-56-58-,
34,42-43-44-48-51-55-57-,
35,41-44-47-48-51-52-53-54-59-60-,
36,41-42-43-44-45-46-47-50-51-52-56-57-58-,
37,42-46-48-53-57-59-60-,
38,41-42-44-47-49-53-56-57-58-59-,
39,41-42-44-50-51-53-56-58-,
40,42-47-49-50-51-52-53-54-57-58-,
41,42-43-45-49-52-53-54-56-58-,
42,41-44-45-50-51-52-56-57-58-60-,
43,45-46-47-49-50-53-58-,
44,43-46-47-48-54-57-,
45,41-42-43-45-46-48-49-52-53-55-56-58-59-60-,
46,46-47-50-51-52-53-55-57-59-,
47,46-48-49-50-54-60-,
48,41-42-43-49-51-52-53-55-56-57-58-,
