Observable Num, Coverable Configurations
29,44-45-49-50-53-55-57-59-60-,
30,41-43-50-51-53-54-55-56-57-58-59-,
31,45-49-52-53-55-58-59-,
32,41-42-43-45-48-49-52-55-56-57-58-59-60-,
33,41-44-46-49-51-53-54-57-58-,
34,41-42-43-44-51-52-53-54-55-60-,
35,41-43-45-46-47-48-49-50-55-59-,
36,41-42-46-47-49-51-52-54-55-56-58-59-60-,
37,44-45-46-49-50-52-56-57-,
38,41-42-44-45-51-52-54-55-58-59-,
39,43-44-45-46-48-49-50-52-54-56-57-59-60-,
40,42-44-45-47-48-49-50-51-54-55-56-57-59-60-,
41,41-42-47-49-50-52-53-56-57-,
42,49-50-54-56-58-59-,
