Observable Num, Coverable Configurations
11,51-53-54-56-57-58-61-63-64-68-70-72-76-78-79-81-84-85-86-87-89-93-94-95-97-,
12,51-52-54-55-56-59-61-62-63-64-65-70-72-77-78-83-84-86-87-88-89-90-93-94-95-97-98-99-100-,
13,56-57-61-62-66-67-73-75-76-78-79-81-84-85-86-87-88-89-90-93-94-95-98-100-,
14,52-53-54-55-58-59-61-62-63-64-65-66-67-68-70-72-74-76-77-78-79-80-83-88-90-94-98-100-,
15,53-57-58-60-65-67-68-69-70-71-73-75-76-78-81-82-84-85-86-88-89-90-91-92-96-99-,
16,53-55-57-62-63-64-69-70-71-75-79-80-81-82-83-85-87-90-94-96-98-99-,
17,55-56-66-68-71-73-76-77-78-83-84-86-88-89-92-93-94-95-96-97-98-99-,
18,52-53-54-58-59-64-65-66-68-71-73-74-78-80-82-83-84-86-88-89-90-91-92-93-98-100-,
19,51-52-53-54-55-59-60-63-64-66-67-69-70-71-74-77-79-80-85-86-87-90-91-93-96-97-98-99-,
20,54-57-58-59-61-62-69-71-72-73-78-79-81-84-85-88-89-90-91-94-95-97-98-99-,
