Observable Num, Coverable Configurations
61,306-308-309-315-316-319-321-322-326-328-329-331-332-333-336-338-339-344-345-346-348-,
62,301-305-307-308-313-315-316-318-321-323-325-326-328-329-331-332-333-336-338-343-347-,
63,301-302-306-307-309-312-313-315-318-319-320-321-322-325-332-336-339-340-341-345-,
64,301-305-306-311-316-317-318-320-321-324-327-328-329-331-333-334-335-336-337-338-341-344-346-347-349-350-,
65,301-302-305-306-313-315-316-322-323-325-327-328-329-330-331-332-333-334-335-338-339-341-343-344-348-349-,
66,302-303-306-307-308-309-310-311-314-316-317-318-319-320-321-322-323-324-326-327-332-334-335-340-343-344-347-,
67,302-306-307-308-309-310-311-313-317-323-324-326-328-329-331-332-334-335-336-339-340-344-346-347-348-,
68,301-302-304-305-306-307-310-311-313-315-322-326-327-328-329-336-339-341-343-347-349-350-,
69,303-305-306-309-310-315-320-322-324-325-331-334-335-336-337-339-340-341-342-344-345-346-350-,
70,303-309-310-313-314-315-317-320-321-322-323-324-325-329-330-331-332-333-335-336-337-338-343-344-345-349-,
