Observable Num, Coverable Configurations
136,454-456-460-464-467-471-473-474-475-476-478-479-485-488-490-491-492-495-496-497-,
137,453-456-459-461-463-465-467-468-472-473-474-479-480-481-486-487-489-491-493-,
138,451-453-454-455-457-458-459-460-462-463-465-466-467-469-470-471-472-474-475-477-478-481-484-487-488-490-494-495-500-,
139,452-453-454-457-458-460-461-465-466-469-470-474-475-479-481-483-485-486-487-489-491-497-,
140,451-452-454-456-460-462-464-466-467-470-471-473-474-475-478-479-480-482-485-487-489-491-493-494-495-497-498-499-,
141,451-455-462-463-464-465-466-467-472-474-476-478-479-481-482-484-485-488-489-490-492-494-496-498-,
142,451-453-454-457-460-462-463-464-467-468-471-472-476-477-479-480-482-486-487-488-489-490-492-493-494-496-498-499-500-,
143,452-454-456-461-465-466-472-474-476-477-480-481-482-492-496-497-498-,
144,452-453-457-458-460-461-464-466-467-469-471-473-474-476-477-478-479-481-484-485-487-488-489-491-492-495-496-497-498-500-,
145,451-452-457-458-459-462-464-465-469-470-472-474-477-478-480-482-483-484-486-488-490-493-496-498-499-500-,
146,451-452-454-455-457-461-462-464-465-466-467-469-470-471-473-474-475-476-478-479-480-481-483-484-486-487-488-492-493-494-495-,
147,452-453-456-457-458-460-461-464-465-473-475-478-479-481-482-485-486-488-489-490-492-493-494-495-496-497-498-499-500-,
148,451-452-454-455-456-459-462-464-465-467-468-473-474-476-479-481-482-485-486-488-492-493-494-495-497-498-499-500-,
149,452-453-456-457-458-461-464-466-469-471-472-474-475-476-477-478-480-481-483-486-488-493-494-495-496-498-500-,
150,451-452-454-456-457-459-462-464-466-467-470-473-474-476-478-479-480-481-482-483-487-488-489-491-492-495-496-497-498-499-500-,
