Config Num, Utility
16001,-2,
16002,-5,
16003,-7,
16004,-1,
16005,-5,
16006,-1,
16007,-8,
16008,-9,
16009,-7,
16010,-7,
16011,-6,
16012,-4,
16013,-10,
16014,-2,
16015,-5,
16016,-4,
16017,-7,
16018,-8,
16019,-7,
16020,-7,
16021,-1,
16022,-6,
16023,-10,
16024,-3,
16025,-10,
16026,-1,
16027,-9,
16028,-3,
16029,-2,
16030,-6,
16031,-4,
16032,-7,
16033,-6,
16034,-5,
16035,-1,
16036,-3,
16037,-8,
16038,-2,
16039,-10,
16040,-10,
16041,-6,
16042,-6,
16043,-4,
16044,-6,
16045,-10,
16046,-10,
16047,-5,
16048,-1,
16049,-7,
16050,-2,
