Config Num, Utility
1601,-9,
1602,-9,
1603,-10,
1604,-2,
1605,-1,
1606,-7,
1607,-4,
1608,-6,
1609,-5,
1610,-5,
1611,-1,
1612,-4,
1613,-3,
1614,-8,
1615,-2,
1616,-3,
1617,-4,
1618,-6,
1619,-9,
1620,-8,
1621,-3,
1622,-4,
1623,-4,
1624,-6,
1625,-5,
1626,-4,
1627,-4,
1628,-6,
1629,-9,
1630,-10,
1631,-9,
1632,-1,
1633,-9,
1634,-4,
1635,-4,
1636,-9,
1637,-9,
1638,-7,
1639,-4,
1640,-1,
1641,-5,
1642,-9,
1643,-6,
1644,-4,
1645,-6,
1646,-8,
1647,-2,
1648,-4,
1649,-1,
1650,-4,
1651,-9,
1652,-10,
1653,-1,
1654,-4,
1655,-9,
1656,-3,
1657,-5,
1658,-7,
1659,-7,
1660,-4,
1661,-1,
1662,-9,
1663,-6,
1664,-2,
1665,-8,
1666,-10,
1667,-1,
1668,-10,
1669,-7,
1670,-10,
1671,-8,
1672,-5,
1673,-9,
1674,-7,
1675,-1,
1676,-7,
1677,-4,
1678,-2,
1679,-4,
1680,-9,
1681,-7,
1682,-4,
1683,-1,
1684,-8,
1685,-3,
1686,-10,
1687,-2,
1688,-9,
1689,-1,
1690,-9,
1691,-5,
1692,-7,
1693,-8,
1694,-4,
1695,-8,
1696,-4,
1697,-6,
1698,-10,
1699,-3,
1700,-3,
