Config Num, Utility
1401,-9,
1402,-2,
1403,-6,
1404,-4,
1405,-8,
1406,-4,
1407,-2,
1408,-10,
1409,-9,
1410,-5,
1411,-6,
1412,-9,
1413,-3,
1414,-3,
1415,-5,
1416,-6,
1417,-9,
1418,-8,
1419,-1,
1420,-6,
1421,-3,
1422,-2,
1423,-10,
1424,-10,
1425,-2,
1426,-3,
1427,-7,
1428,-10,
1429,-10,
1430,-2,
1431,-8,
1432,-4,
1433,-5,
1434,-1,
1435,-3,
1436,-5,
1437,-4,
1438,-1,
1439,-4,
1440,-6,
1441,-4,
1442,-10,
1443,-4,
1444,-10,
1445,-10,
1446,-1,
1447,-5,
1448,-10,
1449,-2,
1450,-3,
1451,-9,
1452,-5,
1453,-9,
1454,-1,
1455,-7,
1456,-1,
1457,-2,
1458,-10,
1459,-5,
1460,-10,
1461,-10,
1462,-9,
1463,-9,
1464,-5,
1465,-5,
1466,-2,
1467,-9,
1468,-8,
1469,-6,
1470,-8,
1471,-6,
1472,-5,
1473,-8,
1474,-3,
1475,-7,
1476,-4,
1477,-3,
1478,-10,
1479,-4,
1480,-10,
1481,-7,
1482,-4,
1483,-1,
1484,-9,
1485,-1,
1486,-8,
1487,-9,
1488,-3,
1489,-2,
1490,-3,
1491,-7,
1492,-4,
1493,-8,
1494,-2,
1495,-8,
1496,-9,
1497,-2,
1498,-4,
1499,-7,
1500,-5,
