Config Num, Utility
601,-5,
602,-5,
603,-7,
604,-8,
605,-9,
606,-9,
607,-9,
608,-7,
609,-3,
610,-8,
611,-4,
612,-8,
613,-1,
614,-5,
615,-1,
616,-3,
617,-7,
618,-5,
619,-9,
620,-8,
621,-1,
622,-2,
623,-7,
624,-4,
625,-6,
626,-6,
627,-10,
628,-10,
629,-6,
630,-1,
631,-5,
632,-10,
633,-1,
634,-3,
635,-2,
636,-6,
637,-6,
638,-7,
639,-2,
640,-1,
641,-5,
642,-5,
643,-10,
644,-1,
645,-9,
646,-1,
647,-6,
648,-1,
649,-6,
650,-9,
651,-4,
652,-3,
653,-4,
654,-4,
655,-3,
656,-10,
657,-4,
658,-4,
659,-6,
660,-4,
661,-4,
662,-6,
663,-3,
664,-2,
665,-6,
666,-5,
667,-8,
668,-7,
669,-2,
670,-7,
671,-7,
672,-9,
673,-7,
674,-2,
675,-8,
676,-5,
677,-8,
678,-5,
679,-3,
680,-3,
681,-4,
682,-9,
683,-2,
684,-4,
685,-10,
686,-1,
687,-3,
688,-4,
689,-2,
690,-2,
691,-8,
692,-5,
693,-4,
694,-4,
695,-1,
696,-2,
697,-6,
698,-3,
699,-1,
700,-9,
