Config Num, Utility
1101,-8,
1102,-6,
1103,-1,
1104,-8,
1105,-8,
1106,-6,
1107,-4,
1108,-7,
1109,-8,
1110,-1,
1111,-1,
1112,-6,
1113,-5,
1114,-1,
1115,-1,
1116,-4,
1117,-3,
1118,-3,
1119,-9,
1120,-6,
1121,-4,
1122,-8,
1123,-4,
1124,-6,
1125,-1,
1126,-10,
1127,-3,
1128,-5,
1129,-4,
1130,-6,
1131,-7,
1132,-1,
1133,-10,
1134,-6,
1135,-2,
1136,-1,
1137,-8,
1138,-3,
1139,-2,
1140,-7,
1141,-5,
1142,-6,
1143,-9,
1144,-7,
1145,-3,
1146,-6,
1147,-4,
1148,-9,
1149,-1,
1150,-2,
1151,-5,
1152,-7,
1153,-1,
1154,-7,
1155,-6,
1156,-5,
1157,-2,
1158,-9,
1159,-7,
1160,-9,
1161,-1,
1162,-4,
1163,-10,
1164,-9,
1165,-8,
1166,-7,
1167,-4,
1168,-8,
1169,-2,
1170,-6,
1171,-1,
1172,-3,
1173,-4,
1174,-7,
1175,-7,
1176,-7,
1177,-1,
1178,-8,
1179,-5,
1180,-3,
1181,-7,
1182,-8,
1183,-8,
1184,-2,
1185,-3,
1186,-4,
1187,-3,
1188,-1,
1189,-5,
1190,-1,
1191,-4,
1192,-7,
1193,-8,
1194,-1,
1195,-5,
1196,-1,
1197,-4,
1198,-4,
1199,-2,
1200,-7,
