Config Num, Utility
1,-10,
2,-5,
3,-7,
4,-2,
5,-1,
6,-5,
7,-8,
8,-4,
9,-5,
10,-1,
11,-9,
12,-9,
13,-3,
14,-9,
15,-6,
16,-4,
17,-2,
18,-2,
19,-2,
20,-7,
21,-8,
22,-7,
23,-2,
24,-10,
25,-3,
26,-9,
27,-4,
28,-2,
29,-2,
30,-2,
31,-8,
32,-8,
33,-3,
34,-7,
35,-9,
36,-6,
37,-2,
38,-1,
39,-3,
40,-8,
41,-10,
42,-8,
43,-10,
44,-4,
45,-7,
46,-7,
47,-10,
48,-8,
49,-9,
50,-4,
51,-9,
52,-2,
53,-1,
54,-6,
55,-7,
56,-7,
57,-6,
58,-9,
59,-8,
60,-9,
61,-6,
62,-1,
63,-1,
64,-9,
65,-10,
66,-2,
67,-9,
68,-9,
69,-8,
70,-10,
71,-10,
72,-1,
73,-7,
74,-1,
75,-1,
76,-9,
77,-10,
78,-2,
79,-9,
80,-8,
81,-1,
82,-2,
83,-8,
84,-5,
85,-10,
86,-3,
87,-10,
88,-5,
89,-7,
90,-3,
91,-9,
92,-5,
93,-5,
94,-8,
95,-2,
96,-1,
97,-6,
98,-2,
99,-7,
100,-4,
