Config Num, Utility
1501,-6,
1502,-1,
1503,-1,
1504,-6,
1505,-2,
1506,-7,
1507,-3,
1508,-6,
1509,-6,
1510,-2,
1511,-8,
1512,-6,
1513,-9,
1514,-5,
1515,-9,
1516,-1,
1517,-4,
1518,-6,
1519,-6,
1520,-7,
1521,-1,
1522,-7,
1523,-4,
1524,-9,
1525,-1,
1526,-1,
1527,-7,
1528,-1,
1529,-8,
1530,-10,
1531,-2,
1532,-9,
1533,-6,
1534,-5,
1535,-1,
1536,-10,
1537,-8,
1538,-6,
1539,-2,
1540,-1,
1541,-9,
1542,-5,
1543,-7,
1544,-7,
1545,-3,
1546,-1,
1547,-5,
1548,-9,
1549,-8,
1550,-5,
1551,-9,
1552,-9,
1553,-9,
1554,-4,
1555,-4,
1556,-9,
1557,-10,
1558,-3,
1559,-7,
1560,-10,
1561,-8,
1562,-4,
1563,-7,
1564,-9,
1565,-1,
1566,-2,
1567,-3,
1568,-3,
1569,-2,
1570,-3,
1571,-1,
1572,-1,
1573,-1,
1574,-9,
1575,-1,
1576,-3,
1577,-4,
1578,-3,
1579,-4,
1580,-5,
1581,-4,
1582,-7,
1583,-1,
1584,-2,
1585,-3,
1586,-6,
1587,-9,
1588,-10,
1589,-3,
1590,-2,
1591,-10,
1592,-1,
1593,-3,
1594,-4,
1595,-8,
1596,-2,
1597,-1,
1598,-1,
1599,-1,
1600,-9,
