Config Num, Utility
23301,-4,
23302,-2,
23303,-9,
23304,-1,
23305,-2,
23306,-3,
23307,-3,
23308,-7,
23309,-8,
23310,-6,
23311,-10,
23312,-10,
23313,-9,
23314,-1,
23315,-10,
23316,-9,
23317,-8,
23318,-6,
23319,-8,
23320,-5,
23321,-6,
23322,-7,
23323,-5,
23324,-3,
23325,-2,
23326,-5,
23327,-6,
23328,-6,
23329,-4,
23330,-3,
23331,-2,
23332,-9,
23333,-4,
23334,-9,
23335,-7,
23336,-5,
23337,-7,
23338,-6,
23339,-3,
23340,-2,
23341,-1,
23342,-4,
23343,-9,
23344,-3,
23345,-2,
23346,-4,
23347,-1,
23348,-8,
23349,-2,
23350,-4,
