Config Num, Utility
15451,-4,
15452,-7,
15453,-4,
15454,-2,
15455,-8,
15456,-7,
15457,-6,
15458,-9,
15459,-9,
15460,-2,
15461,-1,
15462,-7,
15463,-6,
15464,-1,
15465,-2,
15466,-6,
15467,-2,
15468,-6,
15469,-1,
15470,-2,
15471,-4,
15472,-4,
15473,-5,
15474,-10,
15475,-7,
15476,-9,
15477,-9,
15478,-4,
15479,-2,
15480,-9,
15481,-3,
15482,-4,
15483,-3,
15484,-4,
15485,-1,
15486,-8,
15487,-6,
15488,-3,
15489,-7,
15490,-6,
15491,-2,
15492,-8,
15493,-8,
15494,-2,
15495,-8,
15496,-8,
15497,-2,
15498,-2,
15499,-9,
15500,-4,
