Config Num, Utility
22651,-2,
22652,-9,
22653,-2,
22654,-10,
22655,-2,
22656,-2,
22657,-4,
22658,-2,
22659,-2,
22660,-4,
22661,-1,
22662,-2,
22663,-4,
22664,-7,
22665,-7,
22666,-6,
22667,-6,
22668,-2,
22669,-3,
22670,-6,
22671,-2,
22672,-2,
22673,-4,
22674,-3,
22675,-7,
22676,-10,
22677,-3,
22678,-9,
22679,-6,
22680,-5,
22681,-9,
22682,-3,
22683,-5,
22684,-10,
22685,-3,
22686,-3,
22687,-4,
22688,-5,
22689,-8,
22690,-9,
22691,-10,
22692,-6,
22693,-2,
22694,-8,
22695,-5,
22696,-6,
22697,-5,
22698,-10,
22699,-4,
22700,-6,
