Config Num, Utility
16301,-7,
16302,-7,
16303,-10,
16304,-1,
16305,-9,
16306,-8,
16307,-1,
16308,-8,
16309,-8,
16310,-3,
16311,-3,
16312,-6,
16313,-8,
16314,-5,
16315,-4,
16316,-10,
16317,-2,
16318,-1,
16319,-4,
16320,-6,
16321,-4,
16322,-6,
16323,-9,
16324,-1,
16325,-8,
16326,-2,
16327,-1,
16328,-8,
16329,-1,
16330,-3,
16331,-3,
16332,-8,
16333,-10,
16334,-1,
16335,-9,
16336,-9,
16337,-2,
16338,-3,
16339,-2,
16340,-9,
16341,-1,
16342,-4,
16343,-6,
16344,-8,
16345,-10,
16346,-9,
16347,-1,
16348,-8,
16349,-4,
16350,-10,
