Config Num, Utility
22501,-7,
22502,-7,
22503,-7,
22504,-5,
22505,-10,
22506,-4,
22507,-4,
22508,-6,
22509,-6,
22510,-7,
22511,-9,
22512,-4,
22513,-9,
22514,-2,
22515,-4,
22516,-5,
22517,-8,
22518,-2,
22519,-9,
22520,-5,
22521,-6,
22522,-5,
22523,-2,
22524,-7,
22525,-4,
22526,-1,
22527,-1,
22528,-4,
22529,-10,
22530,-7,
22531,-8,
22532,-3,
22533,-8,
22534,-6,
22535,-10,
22536,-7,
22537,-1,
22538,-5,
22539,-2,
22540,-1,
22541,-4,
22542,-6,
22543,-5,
22544,-1,
22545,-8,
22546,-5,
22547,-4,
22548,-6,
22549,-10,
22550,-10,
