Config Num, Utility
2001,-7,
2002,-9,
2003,-8,
2004,-10,
2005,-8,
2006,-2,
2007,-10,
2008,-9,
2009,-4,
2010,-7,
2011,-5,
2012,-8,
2013,-7,
2014,-9,
2015,-8,
2016,-9,
2017,-8,
2018,-4,
2019,-7,
2020,-2,
2021,-5,
2022,-10,
2023,-3,
2024,-9,
2025,-5,
2026,-6,
2027,-5,
2028,-9,
2029,-4,
2030,-9,
2031,-2,
2032,-7,
2033,-7,
2034,-8,
2035,-5,
2036,-4,
2037,-1,
2038,-7,
2039,-6,
2040,-1,
2041,-5,
2042,-1,
2043,-6,
2044,-10,
2045,-10,
2046,-5,
2047,-5,
2048,-8,
2049,-5,
2050,-10,
2051,-6,
2052,-3,
2053,-4,
2054,-9,
2055,-3,
2056,-6,
2057,-10,
2058,-9,
2059,-7,
2060,-2,
2061,-4,
2062,-6,
2063,-10,
2064,-6,
2065,-4,
2066,-3,
2067,-4,
2068,-5,
2069,-7,
2070,-3,
2071,-4,
2072,-6,
2073,-9,
2074,-6,
2075,-7,
2076,-5,
2077,-7,
2078,-5,
2079,-1,
2080,-4,
2081,-1,
2082,-5,
2083,-1,
2084,-6,
2085,-7,
2086,-2,
2087,-8,
2088,-6,
2089,-9,
2090,-2,
2091,-1,
2092,-9,
2093,-7,
2094,-3,
2095,-2,
2096,-9,
2097,-9,
2098,-3,
2099,-7,
2100,-10,
