Config Num, Utility
501,-9,
502,-9,
503,-6,
504,-1,
505,-2,
506,-2,
507,-5,
508,-3,
509,-2,
510,-9,
511,-7,
512,-8,
513,-9,
514,-4,
515,-10,
516,-2,
517,-10,
518,-1,
519,-2,
520,-5,
521,-2,
522,-3,
523,-8,
524,-4,
525,-9,
526,-6,
527,-1,
528,-3,
529,-10,
530,-2,
531,-2,
532,-1,
533,-1,
534,-10,
535,-5,
536,-6,
537,-7,
538,-6,
539,-7,
540,-8,
541,-2,
542,-1,
543,-8,
544,-1,
545,-5,
546,-4,
547,-2,
548,-4,
549,-2,
550,-3,
551,-8,
552,-2,
553,-4,
554,-2,
555,-10,
556,-10,
557,-3,
558,-2,
559,-7,
560,-6,
561,-6,
562,-4,
563,-1,
564,-9,
565,-5,
566,-10,
567,-1,
568,-1,
569,-10,
570,-9,
571,-10,
572,-2,
573,-7,
574,-3,
575,-7,
576,-2,
577,-2,
578,-3,
579,-1,
580,-10,
581,-9,
582,-2,
583,-3,
584,-2,
585,-6,
586,-10,
587,-9,
588,-1,
589,-5,
590,-7,
591,-5,
592,-1,
593,-7,
594,-9,
595,-3,
596,-9,
597,-1,
598,-9,
599,-2,
600,-4,
