Config Num, Utility
2201,-6,
2202,-2,
2203,-10,
2204,-4,
2205,-1,
2206,-8,
2207,-10,
2208,-4,
2209,-5,
2210,-4,
2211,-9,
2212,-1,
2213,-2,
2214,-10,
2215,-5,
2216,-4,
2217,-9,
2218,-9,
2219,-1,
2220,-4,
2221,-6,
2222,-3,
2223,-3,
2224,-1,
2225,-7,
2226,-2,
2227,-2,
2228,-7,
2229,-3,
2230,-6,
2231,-8,
2232,-3,
2233,-6,
2234,-3,
2235,-3,
2236,-4,
2237,-9,
2238,-10,
2239,-8,
2240,-10,
2241,-9,
2242,-5,
2243,-3,
2244,-5,
2245,-7,
2246,-6,
2247,-9,
2248,-2,
2249,-6,
2250,-5,
2251,-7,
2252,-6,
2253,-6,
2254,-1,
2255,-1,
2256,-10,
2257,-3,
2258,-1,
2259,-9,
2260,-9,
2261,-10,
2262,-6,
2263,-2,
2264,-3,
2265,-8,
2266,-9,
2267,-6,
2268,-10,
2269,-10,
2270,-8,
2271,-8,
2272,-2,
2273,-5,
2274,-9,
2275,-7,
2276,-4,
2277,-6,
2278,-3,
2279,-10,
2280,-8,
2281,-4,
2282,-9,
2283,-10,
2284,-2,
2285,-2,
2286,-9,
2287,-4,
2288,-1,
2289,-9,
2290,-5,
2291,-9,
2292,-10,
2293,-5,
2294,-10,
2295,-1,
2296,-5,
2297,-5,
2298,-5,
2299,-2,
2300,-5,
