Config Num, Utility
1301,-1,
1302,-9,
1303,-10,
1304,-2,
1305,-4,
1306,-3,
1307,-4,
1308,-10,
1309,-1,
1310,-6,
1311,-4,
1312,-8,
1313,-10,
1314,-2,
1315,-4,
1316,-4,
1317,-9,
1318,-2,
1319,-1,
1320,-2,
1321,-4,
1322,-9,
1323,-8,
1324,-2,
1325,-2,
1326,-1,
1327,-1,
1328,-10,
1329,-3,
1330,-6,
1331,-8,
1332,-1,
1333,-7,
1334,-4,
1335,-3,
1336,-3,
1337,-3,
1338,-10,
1339,-6,
1340,-4,
1341,-1,
1342,-3,
1343,-3,
1344,-6,
1345,-4,
1346,-6,
1347,-4,
1348,-7,
1349,-6,
1350,-1,
1351,-1,
1352,-7,
1353,-9,
1354,-2,
1355,-8,
1356,-10,
1357,-7,
1358,-6,
1359,-2,
1360,-5,
1361,-3,
1362,-3,
1363,-3,
1364,-6,
1365,-7,
1366,-2,
1367,-9,
1368,-3,
1369,-10,
1370,-7,
1371,-7,
1372,-3,
1373,-4,
1374,-1,
1375,-5,
1376,-5,
1377,-2,
1378,-9,
1379,-6,
1380,-1,
1381,-10,
1382,-3,
1383,-4,
1384,-9,
1385,-2,
1386,-6,
1387,-6,
1388,-9,
1389,-1,
1390,-10,
1391,-9,
1392,-8,
1393,-2,
1394,-6,
1395,-6,
1396,-3,
1397,-3,
1398,-7,
1399,-3,
1400,-6,
