Config Num, Utility
301,-1,
302,-6,
303,-5,
304,-7,
305,-3,
306,-4,
307,-3,
308,-6,
309,-5,
310,-10,
311,-8,
312,-3,
313,-6,
314,-4,
315,-8,
316,-7,
317,-9,
318,-3,
319,-4,
320,-10,
321,-10,
322,-9,
323,-5,
324,-7,
325,-4,
326,-4,
327,-1,
328,-5,
329,-1,
330,-9,
331,-4,
332,-5,
333,-6,
334,-6,
335,-1,
336,-7,
337,-8,
338,-3,
339,-2,
340,-5,
341,-9,
342,-8,
343,-7,
344,-9,
345,-9,
346,-2,
347,-10,
348,-5,
349,-6,
350,-4,
351,-2,
352,-4,
353,-3,
354,-6,
355,-3,
356,-5,
357,-10,
358,-6,
359,-7,
360,-6,
361,-1,
362,-1,
363,-4,
364,-10,
365,-8,
366,-5,
367,-5,
368,-4,
369,-6,
370,-6,
371,-4,
372,-6,
373,-10,
374,-6,
375,-3,
376,-9,
377,-2,
378,-3,
379,-3,
380,-6,
381,-3,
382,-8,
383,-5,
384,-3,
385,-7,
386,-7,
387,-6,
388,-1,
389,-5,
390,-3,
391,-5,
392,-9,
393,-3,
394,-9,
395,-7,
396,-3,
397,-10,
398,-6,
399,-1,
400,-8,
