Config Num, Utility
1801,-5,
1802,-8,
1803,-1,
1804,-2,
1805,-8,
1806,-6,
1807,-10,
1808,-7,
1809,-5,
1810,-7,
1811,-9,
1812,-9,
1813,-5,
1814,-5,
1815,-5,
1816,-3,
1817,-8,
1818,-5,
1819,-5,
1820,-10,
1821,-6,
1822,-8,
1823,-8,
1824,-6,
1825,-9,
1826,-8,
1827,-7,
1828,-10,
1829,-7,
1830,-10,
1831,-7,
1832,-8,
1833,-9,
1834,-10,
1835,-5,
1836,-7,
1837,-1,
1838,-10,
1839,-4,
1840,-1,
1841,-1,
1842,-2,
1843,-10,
1844,-8,
1845,-2,
1846,-5,
1847,-6,
1848,-5,
1849,-10,
1850,-2,
1851,-6,
1852,-7,
1853,-3,
1854,-4,
1855,-4,
1856,-6,
1857,-4,
1858,-10,
1859,-4,
1860,-10,
1861,-5,
1862,-10,
1863,-7,
1864,-10,
1865,-5,
1866,-6,
1867,-1,
1868,-10,
1869,-4,
1870,-1,
1871,-9,
1872,-9,
1873,-5,
1874,-6,
1875,-8,
1876,-4,
1877,-5,
1878,-9,
1879,-1,
1880,-1,
1881,-2,
1882,-10,
1883,-8,
1884,-9,
1885,-3,
1886,-10,
1887,-2,
1888,-9,
1889,-6,
1890,-2,
1891,-4,
1892,-1,
1893,-7,
1894,-4,
1895,-1,
1896,-1,
1897,-2,
1898,-4,
1899,-9,
1900,-1,
