Config Num, Utility
15501,-5,
15502,-4,
15503,-7,
15504,-1,
15505,-3,
15506,-8,
15507,-10,
15508,-9,
15509,-4,
15510,-7,
15511,-1,
15512,-5,
15513,-6,
15514,-4,
15515,-6,
15516,-6,
15517,-2,
15518,-4,
15519,-3,
15520,-9,
15521,-1,
15522,-1,
15523,-10,
15524,-6,
15525,-6,
15526,-9,
15527,-2,
15528,-2,
15529,-2,
15530,-1,
15531,-2,
15532,-3,
15533,-10,
15534,-6,
15535,-8,
15536,-7,
15537,-9,
15538,-2,
15539,-8,
15540,-9,
15541,-10,
15542,-4,
15543,-4,
15544,-1,
15545,-9,
15546,-10,
15547,-7,
15548,-1,
15549,-1,
15550,-7,
