Config Num, Utility
2601,-8,
2602,-4,
2603,-9,
2604,-2,
2605,-4,
2606,-9,
2607,-9,
2608,-8,
2609,-7,
2610,-5,
2611,-3,
2612,-7,
2613,-6,
2614,-2,
2615,-5,
2616,-5,
2617,-6,
2618,-8,
2619,-9,
2620,-3,
2621,-3,
2622,-8,
2623,-6,
2624,-3,
2625,-9,
2626,-2,
2627,-10,
2628,-1,
2629,-1,
2630,-6,
2631,-2,
2632,-2,
2633,-8,
2634,-3,
2635,-8,
2636,-5,
2637,-5,
2638,-2,
2639,-1,
2640,-7,
2641,-8,
2642,-9,
2643,-9,
2644,-1,
2645,-3,
2646,-6,
2647,-1,
2648,-8,
2649,-10,
2650,-4,
2651,-6,
2652,-8,
2653,-5,
2654,-7,
2655,-2,
2656,-6,
2657,-8,
2658,-2,
2659,-9,
2660,-9,
2661,-1,
2662,-7,
2663,-8,
2664,-5,
2665,-1,
2666,-1,
2667,-8,
2668,-10,
2669,-1,
2670,-7,
2671,-8,
2672,-6,
2673,-2,
2674,-7,
2675,-2,
2676,-2,
2677,-1,
2678,-7,
2679,-3,
2680,-10,
2681,-5,
2682,-2,
2683,-5,
2684,-8,
2685,-4,
2686,-7,
2687,-4,
2688,-7,
2689,-2,
2690,-3,
2691,-5,
2692,-8,
2693,-10,
2694,-5,
2695,-4,
2696,-8,
2697,-8,
2698,-3,
2699,-6,
2700,-1,
