Config Num, Utility
23201,-9,
23202,-1,
23203,-6,
23204,-2,
23205,-2,
23206,-5,
23207,-10,
23208,-8,
23209,-3,
23210,-4,
23211,-5,
23212,-3,
23213,-9,
23214,-7,
23215,-9,
23216,-10,
23217,-9,
23218,-6,
23219,-4,
23220,-9,
23221,-5,
23222,-8,
23223,-7,
23224,-1,
23225,-3,
23226,-7,
23227,-4,
23228,-2,
23229,-3,
23230,-5,
23231,-8,
23232,-2,
23233,-5,
23234,-4,
23235,-3,
23236,-10,
23237,-6,
23238,-10,
23239,-1,
23240,-10,
23241,-7,
23242,-2,
23243,-9,
23244,-5,
23245,-9,
23246,-4,
23247,-3,
23248,-10,
23249,-4,
23250,-9,
