Config Num, Utility
23601,-5,
23602,-6,
23603,-8,
23604,-9,
23605,-3,
23606,-2,
23607,-8,
23608,-2,
23609,-2,
23610,-6,
23611,-3,
23612,-1,
23613,-4,
23614,-2,
23615,-9,
23616,-10,
23617,-6,
23618,-8,
23619,-8,
23620,-3,
23621,-2,
23622,-7,
23623,-9,
23624,-5,
23625,-8,
23626,-3,
23627,-5,
23628,-3,
23629,-5,
23630,-7,
23631,-8,
23632,-5,
23633,-4,
23634,-8,
23635,-1,
23636,-4,
23637,-10,
23638,-3,
23639,-4,
23640,-1,
23641,-10,
23642,-4,
23643,-9,
23644,-4,
23645,-7,
23646,-7,
23647,-5,
23648,-5,
23649,-9,
23650,-1,
