Config Num, Utility
1901,-2,
1902,-10,
1903,-7,
1904,-7,
1905,-6,
1906,-5,
1907,-1,
1908,-3,
1909,-7,
1910,-1,
1911,-10,
1912,-8,
1913,-3,
1914,-5,
1915,-6,
1916,-3,
1917,-2,
1918,-10,
1919,-8,
1920,-6,
1921,-9,
1922,-8,
1923,-10,
1924,-10,
1925,-5,
1926,-6,
1927,-2,
1928,-2,
1929,-6,
1930,-4,
1931,-7,
1932,-3,
1933,-6,
1934,-4,
1935,-8,
1936,-8,
1937,-6,
1938,-8,
1939,-2,
1940,-8,
1941,-10,
1942,-3,
1943,-6,
1944,-8,
1945,-7,
1946,-3,
1947,-8,
1948,-3,
1949,-1,
1950,-6,
1951,-10,
1952,-7,
1953,-1,
1954,-1,
1955,-10,
1956,-9,
1957,-6,
1958,-4,
1959,-9,
1960,-6,
1961,-6,
1962,-10,
1963,-5,
1964,-10,
1965,-4,
1966,-1,
1967,-2,
1968,-6,
1969,-10,
1970,-2,
1971,-6,
1972,-6,
1973,-5,
1974,-8,
1975,-10,
1976,-5,
1977,-3,
1978,-5,
1979,-7,
1980,-5,
1981,-1,
1982,-4,
1983,-9,
1984,-1,
1985,-8,
1986,-1,
1987,-6,
1988,-10,
1989,-1,
1990,-5,
1991,-7,
1992,-8,
1993,-9,
1994,-6,
1995,-6,
1996,-5,
1997,-7,
1998,-2,
1999,-3,
2000,-1,
