Config Num, Utility
201,-4,
202,-10,
203,-5,
204,-7,
205,-5,
206,-8,
207,-4,
208,-10,
209,-5,
210,-3,
211,-4,
212,-9,
213,-1,
214,-9,
215,-9,
216,-9,
217,-3,
218,-8,
219,-10,
220,-6,
221,-9,
222,-4,
223,-5,
224,-5,
225,-10,
226,-8,
227,-2,
228,-1,
229,-7,
230,-1,
231,-4,
232,-4,
233,-2,
234,-8,
235,-7,
236,-6,
237,-1,
238,-4,
239,-6,
240,-9,
241,-6,
242,-2,
243,-6,
244,-4,
245,-9,
246,-4,
247,-6,
248,-5,
249,-4,
250,-2,
251,-2,
252,-4,
253,-2,
254,-3,
255,-7,
256,-4,
257,-9,
258,-8,
259,-4,
260,-8,
261,-7,
262,-8,
263,-7,
264,-2,
265,-5,
266,-1,
267,-7,
268,-7,
269,-5,
270,-5,
271,-4,
272,-8,
273,-5,
274,-8,
275,-7,
276,-2,
277,-9,
278,-7,
279,-1,
280,-4,
281,-4,
282,-4,
283,-4,
284,-6,
285,-9,
286,-3,
287,-7,
288,-7,
289,-1,
290,-5,
291,-6,
292,-10,
293,-2,
294,-7,
295,-3,
296,-2,
297,-8,
298,-7,
299,-3,
300,-6,
