Config Num, Utility
1101,-10,
1102,-3,
1103,-7,
1104,-2,
1105,-3,
1106,-10,
1107,-1,
1108,-8,
1109,-9,
1110,-1,
1111,-3,
1112,-5,
1113,-6,
1114,-8,
1115,-9,
1116,-10,
1117,-6,
1118,-5,
1119,-3,
1120,-8,
1121,-3,
1122,-6,
1123,-3,
1124,-2,
1125,-3,
1126,-5,
1127,-1,
1128,-5,
1129,-9,
1130,-7,
1131,-3,
1132,-8,
1133,-7,
1134,-6,
1135,-6,
1136,-10,
1137,-8,
1138,-5,
1139,-1,
1140,-4,
1141,-4,
1142,-3,
1143,-4,
1144,-5,
1145,-4,
1146,-4,
1147,-8,
1148,-8,
1149,-3,
1150,-5,
1151,-7,
1152,-8,
1153,-5,
1154,-2,
1155,-7,
1156,-4,
1157,-3,
1158,-1,
1159,-4,
1160,-10,
1161,-10,
1162,-7,
1163,-6,
1164,-6,
1165,-4,
1166,-9,
1167,-2,
1168,-8,
1169,-5,
1170,-5,
1171,-6,
1172,-4,
1173,-6,
1174,-4,
1175,-4,
1176,-2,
1177,-1,
1178,-3,
1179,-2,
1180,-4,
1181,-4,
1182,-2,
1183,-8,
1184,-10,
1185,-7,
1186,-9,
1187,-7,
1188,-7,
1189,-9,
1190,-9,
1191,-1,
1192,-8,
1193,-10,
1194,-6,
1195,-4,
1196,-7,
1197,-5,
1198,-7,
1199,-10,
1200,-1,
