Config Num, Utility
22701,-10,
22702,-8,
22703,-9,
22704,-5,
22705,-8,
22706,-10,
22707,-8,
22708,-9,
22709,-10,
22710,-7,
22711,-4,
22712,-8,
22713,-2,
22714,-10,
22715,-8,
22716,-4,
22717,-5,
22718,-6,
22719,-7,
22720,-1,
22721,-6,
22722,-9,
22723,-1,
22724,-8,
22725,-7,
22726,-4,
22727,-10,
22728,-3,
22729,-8,
22730,-8,
22731,-1,
22732,-6,
22733,-6,
22734,-7,
22735,-7,
22736,-7,
22737,-3,
22738,-10,
22739,-5,
22740,-9,
22741,-2,
22742,-10,
22743,-1,
22744,-4,
22745,-3,
22746,-1,
22747,-4,
22748,-7,
22749,-6,
22750,-1,
