Config Num, Utility
1901,-4,
1902,-1,
1903,-4,
1904,-7,
1905,-4,
1906,-1,
1907,-2,
1908,-3,
1909,-10,
1910,-3,
1911,-3,
1912,-2,
1913,-7,
1914,-9,
1915,-9,
1916,-1,
1917,-10,
1918,-6,
1919,-8,
1920,-6,
1921,-3,
1922,-3,
1923,-10,
1924,-10,
1925,-4,
1926,-2,
1927,-3,
1928,-7,
1929,-3,
1930,-10,
1931,-6,
1932,-5,
1933,-7,
1934,-8,
1935,-10,
1936,-3,
1937,-5,
1938,-4,
1939,-8,
1940,-8,
1941,-2,
1942,-5,
1943,-1,
1944,-2,
1945,-9,
1946,-3,
1947,-7,
1948,-7,
1949,-9,
1950,-5,
1951,-6,
1952,-6,
1953,-7,
1954,-8,
1955,-9,
1956,-5,
1957,-8,
1958,-5,
1959,-10,
1960,-7,
1961,-7,
1962,-7,
1963,-10,
1964,-6,
1965,-10,
1966,-7,
1967,-4,
1968,-2,
1969,-10,
1970,-3,
1971,-9,
1972,-9,
1973,-5,
1974,-6,
1975,-7,
1976,-8,
1977,-5,
1978,-2,
1979,-9,
1980,-2,
1981,-2,
1982,-10,
1983,-10,
1984,-8,
1985,-10,
1986,-6,
1987,-2,
1988,-6,
1989,-1,
1990,-7,
1991,-5,
1992,-5,
1993,-5,
1994,-8,
1995,-7,
1996,-9,
1997,-4,
1998,-9,
1999,-7,
2000,-5,
