Config Num, Utility
2001,-2,
2002,-9,
2003,-8,
2004,-8,
2005,-7,
2006,-4,
2007,-1,
2008,-2,
2009,-3,
2010,-4,
2011,-2,
2012,-4,
2013,-3,
2014,-7,
2015,-3,
2016,-3,
2017,-10,
2018,-2,
2019,-9,
2020,-3,
2021,-4,
2022,-3,
2023,-10,
2024,-6,
2025,-6,
2026,-6,
2027,-3,
2028,-7,
2029,-2,
2030,-5,
2031,-3,
2032,-2,
2033,-1,
2034,-9,
2035,-8,
2036,-4,
2037,-1,
2038,-8,
2039,-7,
2040,-5,
2041,-5,
2042,-7,
2043,-2,
2044,-1,
2045,-2,
2046,-10,
2047,-2,
2048,-10,
2049,-6,
2050,-6,
2051,-5,
2052,-4,
2053,-1,
2054,-1,
2055,-10,
2056,-1,
2057,-5,
2058,-2,
2059,-6,
2060,-4,
2061,-1,
2062,-1,
2063,-8,
2064,-9,
2065,-9,
2066,-2,
2067,-9,
2068,-4,
2069,-7,
2070,-2,
2071,-8,
2072,-2,
2073,-9,
2074,-7,
2075,-1,
2076,-6,
2077,-9,
2078,-6,
2079,-7,
2080,-9,
2081,-2,
2082,-9,
2083,-7,
2084,-4,
2085,-8,
2086,-9,
2087,-2,
2088,-2,
2089,-9,
2090,-6,
2091,-3,
2092,-10,
2093,-7,
2094,-3,
2095,-1,
2096,-3,
2097,-1,
2098,-2,
2099,-3,
2100,-5,
