Config Num, Utility
15851,-7,
15852,-2,
15853,-5,
15854,-7,
15855,-8,
15856,-4,
15857,-10,
15858,-3,
15859,-10,
15860,-5,
15861,-5,
15862,-9,
15863,-7,
15864,-5,
15865,-7,
15866,-5,
15867,-7,
15868,-2,
15869,-9,
15870,-8,
15871,-4,
15872,-2,
15873,-3,
15874,-10,
15875,-4,
15876,-5,
15877,-1,
15878,-5,
15879,-5,
15880,-4,
15881,-9,
15882,-10,
15883,-9,
15884,-3,
15885,-8,
15886,-5,
15887,-7,
15888,-3,
15889,-9,
15890,-2,
15891,-10,
15892,-2,
15893,-1,
15894,-2,
15895,-4,
15896,-7,
15897,-8,
15898,-8,
15899,-5,
15900,-8,
