Config Num, Utility
23851,-7,
23852,-10,
23853,-1,
23854,-9,
23855,-7,
23856,-9,
23857,-5,
23858,-2,
23859,-10,
23860,-7,
23861,-5,
23862,-6,
23863,-9,
23864,-9,
23865,-1,
23866,-9,
23867,-7,
23868,-3,
23869,-5,
23870,-6,
23871,-7,
23872,-8,
23873,-7,
23874,-5,
23875,-6,
23876,-6,
23877,-3,
23878,-7,
23879,-6,
23880,-5,
23881,-9,
23882,-6,
23883,-5,
23884,-7,
23885,-2,
23886,-3,
23887,-1,
23888,-3,
23889,-3,
23890,-2,
23891,-1,
23892,-6,
23893,-5,
23894,-7,
23895,-2,
23896,-3,
23897,-7,
23898,-2,
23899,-7,
23900,-10,
